CSD Code,Census subdivision (CSD) name,2006 Income Score,2006 Education Score,2006 Housing Score,2006 Labour Force Activity Score,2006 CWB Score,2006 2B Population,Type of collectivity,Province
2473025,Lorraine,100,74,98,90,90,9610,Other,Quebec
2473030,Bois-des-Filion,85,56,96,89,81,8330,Other,Quebec
2473035,Sainte-Anne-des-Plaines,80,51,97,87,79,12500,Other,Quebec
2474005,Mirabel,83,55,98,91,82,34475,Other,Quebec
2475005,Saint-Colomban,83,57,97,89,82,10135,Other,Quebec
2475017,Saint-Jérôme,81,51,96,86,79,62560,Other,Quebec
2475028,Sainte-Sophie,80,48,95,87,77,10245,Other,Quebec
2475040,Prévost,89,63,98,88,84,10050,Other,Quebec
2475045,Saint-Hippolyte,88,58,95,87,82,7215,Other,Quebec
2476008,Saint-André-d'Argenteuil,77,47,93,86,76,2930,Other,Quebec
2476020,Lachute,79,45,93,83,75,11525,Other,Quebec
2476025,Gore,83,60,95,84,81,1540,Other,Quebec
2476030,Mille-Isles,86,58,91,87,81,1470,Other,Quebec
2476035,Wentworth,87,64,96,89,84,485,Other,Quebec
2476043,Brownsburg-Chatham,79,47,95,84,76,6620,Other,Quebec
2476052,Grenville-sur-la-Rouge,79,48,93,81,75,2720,Other,Quebec
2476055,Grenville,75,42,96,87,75,1395,Other,Quebec
2476065,Harrington,88,51,88,82,77,780,Other,Quebec
2477011,Estérel,100,66,98,85,87,255,Other,Quebec
2477012,Sainte-Marguerite-du-Lac-Masson,83,55,96,79,78,2395,Other,Quebec
2477022,Sainte-Adèle,89,62,95,84,83,10510,Other,Quebec
2477030,Piedmont,92,65,97,86,85,2385,Other,Quebec
2477035,Sainte-Anne-des-Lacs,100,68,96,86,87,3025,Other,Quebec
2477043,Saint-Sauveur,94,65,96,85,85,9030,Other,Quebec
2477050,Morin-Heights,96,68,95,87,87,3475,Other,Quebec
2477055,Lac-des-Seize-Îles,,,,,71,155,Other,Quebec
2477060,Wentworth-Nord,84,49,96,77,76,1355,Other,Quebec
2477065,Saint-Adolphe-d'Howard,90,61,95,82,82,3530,Other,Quebec
2478005,Val-Morin,81,62,92,84,80,2695,Other,Quebec
2478010,Val-David,82,61,93,86,81,4210,Other,Quebec
2478015,Lantier,89,54,96,83,80,825,Other,Quebec
2478020,Sainte-Lucie-des-Laurentides,81,56,98,84,80,1125,Other,Quebec
2478032,Sainte-Agathe-des-Monts,80,49,95,83,77,9540,Other,Quebec
2478042,Ivry-sur-le-Lac,93,57,97,84,83,400,Other,Quebec
2478047,Saint-Faustin--Lac-Carré,78,51,94,82,76,2975,Other,Quebec
2478050,Barkmere,,,,,84,85,Other,Quebec
2478055,Montcalm,83,52,88,80,76,655,Other,Quebec
2478060,Arundel,84,62,92,85,81,595,Other,Quebec
2478065,Huberdeau,84,54,95,87,80,855,Other,Quebec
2478070,Amherst,83,49,95,76,76,1420,Other,Quebec
2478075,Brébeuf,75,51,94,84,76,940,Other,Quebec
2478095,Lac-Supérieur,82,57,96,81,79,1745,Other,Quebec
2478100,Val-des-Lacs,79,56,96,80,78,775,Other,Quebec
2478102,Mont-Tremblant,85,57,97,86,81,8815,Other,Quebec
2478115,La Conception,80,55,94,79,77,1285,Other,Quebec
2478120,Labelle,79,49,95,83,77,2180,Other,Quebec
2478127,Lac-Tremblant-Nord,,,,,,,Other,Quebec
2478130,La Minerve,83,54,96,73,76,1295,Other,Quebec
2478802,Doncaster,,,,,,,First Nation,Quebec
2479005,Notre-Dame-du-Laus,79,46,92,71,72,1560,Other,Quebec
2479010,Notre-Dame-de-Pontmain,73,38,85,77,68,710,Other,Quebec
2479015,Lac-du-Cerf,75,37,99,78,72,425,Other,Quebec
2479022,Saint-Aimé-du-Lac-des-Îles,82,48,97,81,77,770,Other,Quebec
2479025,Kiamika,79,47,94,77,74,775,Other,Quebec
2479030,Nominingue,83,50,96,79,77,2235,Other,Quebec
2479037,Rivière-Rouge,75,47,95,77,74,4100,Other,Quebec
2479047,La Macaza,79,50,88,82,75,965,Other,Quebec
2479050,L'Ascension,76,37,92,67,68,860,Other,Quebec
2479060,Lac-Saguay,74,55,89,77,74,490,Other,Quebec
2479065,Chute-Saint-Philippe,80,49,93,74,74,890,Other,Quebec
2479078,Lac-des-Écorces,77,47,95,82,75,2885,Other,Quebec
2479088,Mont-Laurier,78,48,96,82,76,13135,Other,Quebec
2479097,Ferme-Neuve,75,40,96,78,72,2960,Other,Quebec
2479105,Lac-Saint-Paul,79,39,97,76,73,520,Other,Quebec
2479110,Mont-Saint-Michel,77,44,98,73,73,625,Other,Quebec
2479115,Sainte-Anne-du-Lac,67,34,96,69,66,615,Other,Quebec
2479902,Lac-de-la-Pomme,,,,,,,Other,Quebec
2479904,Lac-Akonapwehikan,,,,,,,Other,Quebec
2479906,Lac-Wagwabika,,,,,,,Other,Quebec
2479910,Lac-Bazinet,,,,,,,Other,Quebec
2479912,Lac-De La Bidière,,,,,,,Other,Quebec
2479914,Lac-Oscar,,,,,,,Other,Quebec
2479916,Lac-de-la-Maison-de-Pierre,,,,,,,Other,Quebec
2479920,Baie-des-Chaloupes,,,,,,,Other,Quebec
2479922,Lac-Douaire,,,,,,,Other,Quebec
2479924,Lac-Ernest,,,,,,,Other,Quebec
2479926,Lac-Marguerite,,,,,,,Other,Quebec
2480005,Fassett,85,54,91,85,79,465,Other,Quebec
2480010,Montebello,81,52,96,89,80,975,Other,Quebec
2480015,Notre-Dame-de-Bonsecours,84,71,99,87,85,285,Other,Quebec
2480020,Notre-Dame-de-la-Paix,72,44,94,77,72,695,Other,Quebec
2480027,Saint-André-Avellin,76,46,94,84,75,3275,Other,Quebec
2480037,Papineauville,83,47,93,86,77,2145,Other,Quebec
2480045,Plaisance,78,50,96,85,77,1010,Other,Quebec
2480050,Thurso,78,40,92,78,72,2295,Other,Quebec
2480055,Lochaber,81,52,93,91,79,460,Other,Quebec
2480060,Lochaber-Partie-Ouest,75,51,91,83,75,510,Other,Quebec
2480065,Mayo,90,61,94,92,84,550,Other,Quebec
2480070,Saint-Sixte,69,39,89,82,70,490,Other,Quebec
2480078,Ripon,83,49,92,77,75,1465,Other,Quebec
2480085,Mulgrave-et-Derry,85,51,94,75,76,390,Other,Quebec
2480090,Montpellier,73,45,92,70,70,965,Other,Quebec
2480095,Lac-Simon,83,55,97,74,77,870,Other,Quebec
2480103,Chénéville,71,39,95,74,70,760,Other,Quebec
2480110,Namur,64,32,98,65,65,470,Other,Quebec
2480115,Boileau,71,39,93,79,70,500,Other,Quebec
2480125,Saint-Émile-de-Suffolk,77,41,93,73,71,535,Other,Quebec
2480130,Lac-des-Plages,80,52,99,81,78,395,Other,Quebec
2480135,Duhamel,,,,,,,Other,Quebec
2480140,Val-des-Bois,79,44,97,74,73,870,Other,Quebec
2480145,Bowman,76,45,97,75,74,675,Other,Quebec
2481017,Gatineau,88,61,96,88,83,239980,Other,Quebec
2482005,L'Ange-Gardien,86,57,95,88,82,4325,Other,Quebec
2482010,Notre-Dame-de-la-Salette,77,48,91,83,75,775,Other,Quebec
2482015,Val-des-Monts,86,55,94,87,81,9540,Other,Quebec
2482020,Cantley,90,64,97,90,85,7915,Other,Quebec
2482025,Chelsea,100,77,97,90,91,6705,Other,Quebec
2482030,Pontiac,84,53,94,87,79,5190,Other,Quebec
2482035,La Pêche,87,56,91,87,80,7390,Other,Quebec
2483005,Denholm,72,38,93,69,68,605,Other,Quebec
2483010,Low,82,44,97,82,76,950,Other,Quebec
2483015,Kazabazua,71,34,89,71,66,840,Other,Quebec
2483020,Lac-Sainte-Marie,78,41,92,78,72,645,Other,Quebec
2483032,Gracefield,77,36,94,77,71,2415,Other,Quebec
2483040,Cayamant,76,39,85,56,64,810,Other,Quebec
2483045,Blue Sea,77,48,92,74,73,605,Other,Quebec
2483050,Bouchette,78,49,91,83,75,715,Other,Quebec
2483055,Sainte-Thérèse-de-la-Gatineau,75,46,96,69,71,320,Other,Quebec
2483060,Messines,76,52,96,80,76,1610,Other,Quebec
2483065,Maniwaki,77,45,94,80,74,4025,Other,Quebec
2483070,Déléage,75,42,93,79,72,1950,Other,Quebec
2483075,Egan-Sud,77,54,95,90,79,510,Other,Quebec
2483085,Bois-Franc,80,45,98,81,76,460,Other,Quebec
2483088,Montcerf-Lytton,76,40,92,75,71,740,Other,Quebec
2483090,Aumond,78,49,94,74,74,775,Other,Quebec
2483095,Grand-Remous,74,37,92,72,69,1235,Other,Quebec
2483802,Kitigan Zibi,63,49,88,75,69,1165,First Nation,Quebec
2483804,Lac-Rapide,,,,,,,First Nation,Quebec
2483902,Lac-Pythonga,,,,,,,Other,Quebec
2483904,Cascades-Malignes,,,,,,,Other,Quebec
2483906,Lac-Lenôtre,,,,,,,Other,Quebec
2483908,Lac-Moselle,,,,,,,Other,Quebec
2483912,Dépôt-Échouani,,,,,,,Other,Quebec
2484005,Bristol,80,51,91,81,76,1210,Other,Quebec
2484010,Shawville,81,48,96,85,78,1490,Other,Quebec
2484015,Clarendon,77,48,93,86,76,1245,Other,Quebec
2484020,Portage-du-Fort,70,46,83,71,68,280,Other,Quebec
2484025,Bryson,80,53,97,80,78,620,Other,Quebec
2484030,Campbell's Bay,87,41,92,77,74,725,Other,Quebec
2484035,Grand-Calumet,84,41,88,83,74,785,Other,Quebec
2484040,Litchfield,74,53,91,78,74,475,Other,Quebec
2484045,Thorne,68,42,92,76,69,425,Other,Quebec
2484050,Alleyn-et-Cawood,,,,,68,250,Other,Quebec
2484055,Otter Lake,72,36,90,71,67,970,Other,Quebec
2484060,Fort-Coulonge,76,42,97,77,73,1370,Other,Quebec
2484065,Mansfield-et-Pontefract,78,42,94,77,73,2025,Other,Quebec
2484070,Waltham,77,45,92,70,71,360,Other,Quebec
2484082,L'Isle-aux-Allumettes,76,46,93,82,74,1440,Other,Quebec
2484090,Chichester,69,26,81,82,65,385,Other,Quebec
2484095,Sheenboro,,,,,,,Other,Quebec
2484100,Rapides-des-Joachims,,,,,67,170,Other,Quebec
2484902,Lac-Nilgaut,,,,,,,Other,Quebec
2485005,Témiscaming,89,53,95,87,81,2670,Other,Quebec
2485010,Kipawa,84,47,94,88,78,565,Other,Quebec
2485015,Saint-Édouard-de-Fabre,78,47,93,84,76,700,Other,Quebec
2485020,Béarn,78,45,97,82,75,880,Other,Quebec
2485025,Ville-Marie,83,53,96,87,80,2570,Other,Quebec
2485030,Duhamel-Ouest,85,62,97,88,83,860,Other,Quebec
2485037,Lorrainville,77,48,95,80,75,1335,Other,Quebec
2485045,Saint-Bruno-de-Guigues,77,52,92,82,76,1055,Other,Quebec
2485050,Laverlochère,76,51,98,87,78,730,Other,Quebec
2485055,Fugèreville,72,34,90,89,71,300,Other,Quebec
2485060,Latulipe-et-Gaboury,74,52,93,81,75,330,Other,Quebec
2485065,Belleterre,65,33,97,73,67,350,Other,Quebec
2485070,Laforce,,,,,65,175,Other,Quebec
2485075,Moffet,,,,,67,205,Other,Quebec
2485080,Angliers,73,44,94,77,72,310,Other,Quebec
2485085,Saint-Eugène-de-Guigues,74,46,88,79,72,475,Other,Quebec
2485090,Notre-Dame-du-Nord,81,49,96,83,77,1085,Other,Quebec
2485095,Guérin,73,45,95,79,73,325,Other,Quebec
2485100,Nédélec,80,41,84,80,71,415,Other,Quebec
2485105,Rémigny,70,46,98,78,73,280,Other,Quebec
2485802,Kebaowek,73,38,91,81,71,270,First Nation,Quebec
2485803,Hunter's Point,,,,,,,First Nation,Quebec
2485804,Winneway,,,,,52,185,First Nation,Quebec
2485806,Timiskaming,65,41,83,76,66,485,First Nation,Quebec
2485905,Laniel,,,,,,,Other,Quebec
2485907,Les Lacs-du-Témiscamingue,,,,,,,Other,Quebec
2486042,Rouyn-Noranda,83,53,95,83,79,39440,Other,Quebec
2487005,Duparquet,84,47,99,85,79,640,Other,Quebec
2487010,Rapide-Danseur,81,51,96,80,77,285,Other,Quebec
2487015,Roquemaure,72,41,86,73,68,400,Other,Quebec
2487020,Gallichan,76,41,99,83,75,460,Other,Quebec
2487025,Palmarolle,77,50,95,85,76,1425,Other,Quebec
2487030,Sainte-Germaine-Boulé,81,46,92,86,76,925,Other,Quebec
2487035,Poularies,73,46,96,84,75,690,Other,Quebec
2487042,Taschereau,71,36,88,73,67,995,Other,Quebec
2487050,Authier,,,,,73,290,Other,Quebec
2487058,Macamic,79,42,96,81,74,2550,Other,Quebec
2487070,Sainte-Hélène-de-Mancebourg,77,40,92,87,74,375,Other,Quebec
2487075,Clerval,75,40,98,82,74,355,Other,Quebec
2487080,La Reine,78,41,95,85,75,360,Other,Quebec
2487085,Dupuy,79,41,95,83,75,955,Other,Quebec
2487090,La Sarre,82,46,96,83,77,7215,Other,Quebec
2487095,Chazel,75,35,93,67,68,320,Other,Quebec
2487100,Authier-Nord,81,50,87,86,76,275,Other,Quebec
2487105,Val-Saint-Gilles,,,,,62,170,Other,Quebec
2487110,Clermont,74,40,92,75,70,535,Other,Quebec
2487115,Normétal,72,33,100,68,68,885,Other,Quebec
2487120,Saint-Lambert,,,,,66,205,Other,Quebec
2487902,Lac-Duparquet,,,,,,,Other,Quebec
2487904,Rivière-Ojima,,,,,69,120,Other,Quebec
2488005,Champneuf,,,,,57,145,Other,Quebec
2488010,Rochebaucourt,,,,,65,175,Other,Quebec
2488015,La Morandière,74,22,90,73,65,260,Other,Quebec
2488022,Barraute,75,42,96,80,73,2035,Other,Quebec
2488030,La Corne,76,43,97,84,75,680,Other,Quebec
2488035,Landrienne,79,45,95,84,76,985,Other,Quebec
2488040,Saint-Marc-de-Figuery,76,44,97,84,76,690,Other,Quebec
2488045,La Motte,82,42,91,83,74,395,Other,Quebec
2488050,Saint-Mathieu-d'Harricana,85,50,93,86,79,715,Other,Quebec
2488055,Amos,85,51,96,84,79,12265,Other,Quebec
2488060,Saint-Félix-de-Dalquier,81,45,93,88,77,935,Other,Quebec
2488065,Saint-Dominique-du-Rosaire,78,40,94,77,73,445,Other,Quebec
2488070,Berry,78,34,91,81,71,560,Other,Quebec
2488075,Trécesson,82,51,92,81,76,1195,Other,Quebec
2488080,Launay,,,,,66,230,Other,Quebec
2488085,Sainte-Gertrude-Manneville,77,45,95,83,75,805,Other,Quebec
2488090,Preissac,89,49,90,91,80,725,Other,Quebec
2488802,Pikogan,56,36,82,79,63,490,First Nation,Quebec
2488902,Lac-Despinassy,,,,,,,Other,Quebec
2488904,Lac-Chicobi,,,,,69,175,Other,Quebec
2489008,Val-d'Or,84,49,96,85,79,30595,Other,Quebec
2489010,Rivière-Héva,84,47,93,84,77,1055,Other,Quebec
2489015,Malartic,77,43,93,79,73,3555,Other,Quebec
2489040,Senneterre,83,42,95,82,75,2950,Other,Quebec
2489045,Senneterre,82,38,90,81,73,1190,Other,Quebec
2489050,Belcourt,68,36,89,72,66,325,Other,Quebec
2489802,Kitcisakik,43,13,16,64,34,295,First Nation,Quebec
2489804,Lac-Simon,42,18,76,60,49,1165,First Nation,Quebec
2489902,Matchi-Manitou,,,,,,,Other,Quebec
2489908,Lac-Metei,,,,,,,Other,Quebec
2489910,Réservoir-Dozois,,,,,,,Other,Quebec
2489912,Lac-Granet,,,,,79,80,Other,Quebec
2489914,Lac-Fouillac,,,,,,,Other,Quebec
2490012,La Tuque,81,50,95,81,77,11600,Other,Quebec
2490017,La Bostonnais,84,51,94,77,77,615,Other,Quebec
2490027,Lac-Édouard,,,,,74,170,Other,Quebec
2490801,Coucoucache,,,,,,,First Nation,Quebec
2490802,Wemotaci,62,31,71,75,60,1070,First Nation,Quebec
2490804,Obedjiwan,54,24,73,70,55,1785,First Nation,Quebec
2491005,Lac-Bouchette,74,47,97,72,72,1290,Other,Quebec
2491010,Saint-André-du-Lac-Saint-Jean,69,40,82,73,66,480,Other,Quebec
2491015,Saint-François-de-Sales,69,37,95,79,70,710,Other,Quebec
2491020,Chambord,82,54,97,80,78,1665,Other,Quebec
2491025,Roberval,82,53,95,83,78,10165,Other,Quebec
2491030,Sainte-Hedwidge,76,45,94,75,72,855,Other,Quebec
2491035,Saint-Prime,80,56,98,83,79,2660,Other,Quebec
2491042,Saint-Félicien,82,54,95,83,78,10420,Other,Quebec
2491050,La Doré,80,41,95,82,74,1430,Other,Quebec
2491802,Mashteuiatsh,68,47,92,74,70,1730,First Nation,Quebec
2491902,Lac-Ashuapmushuan,,,,,,,Other,Quebec
2492005,Saint-Augustin,72,55,95,68,72,395,Other,Quebec
2492010,Péribonka,76,46,92,76,73,540,Other,Quebec
2492015,Sainte-Jeanne-d'Arc,72,44,91,75,70,1135,Other,Quebec
2492022,Dolbeau-Mistassini,80,49,97,79,76,14390,Other,Quebec
2492030,Albanel,79,51,98,82,77,2300,Other,Quebec
2492040,Normandin,78,48,96,82,76,3190,Other,Quebec
2492045,Saint-Thomas-Didyme,76,42,99,75,73,710,Other,Quebec
2492050,Saint-Edmond-les-Plaines,73,43,94,71,70,435,Other,Quebec
2492055,Girardville,76,40,92,69,69,1185,Other,Quebec
2492060,Notre-Dame-de-Lorette,,,,,67,175,Other,Quebec
2492065,Saint-Eugène-d'Argentenay,72,42,91,72,69,570,Other,Quebec
2492070,Saint-Stanislas,64,41,91,70,66,345,Other,Quebec
2492902,Chute-des-Passes,,,,,73,180,Other,Quebec
2492904,Rivière-Mistassini,,,,,,,Other,Quebec
2493005,Desbiens,75,47,98,79,75,1065,Other,Quebec
2493012,Métabetchouan--Lac-à-la-Croix,80,55,95,83,78,3910,Other,Quebec
2493020,Hébertville,79,51,96,80,77,2395,Other,Quebec
2493025,Hébertville-Station,76,51,93,84,76,1220,Other,Quebec
2493030,Saint-Bruno,79,53,94,83,77,2350,Other,Quebec
2493035,Saint-Gédéon,81,59,98,82,80,1930,Other,Quebec
2493042,Alma,83,56,97,83,80,29705,Other,Quebec
2493045,Saint-Nazaire,79,51,97,82,77,1845,Other,Quebec
2493055,Labrecque,77,45,93,76,73,1285,Other,Quebec
2493060,Lamarche,68,33,96,71,67,560,Other,Quebec
2493065,L'Ascension-de-Notre-Seigneur,76,47,94,79,74,1980,Other,Quebec
2493070,Saint-Henri-de-Taillon,76,52,96,80,76,735,Other,Quebec
2493075,Sainte-Monique,73,36,97,75,70,910,Other,Quebec
2493080,Saint-Ludger-de-Milot,80,40,96,71,72,725,Other,Quebec
2493902,Mont-Apica,,,,,,,Other,Quebec
2493904,Lac-Moncouche,,,,,,,Other,Quebec
2493906,Lac-Achouakan,,,,,,,Other,Quebec
2493908,Belle-Rivière,,,,,,,Other,Quebec
2494068,Saguenay,83,59,96,83,80,141680,Other,Quebec
2494205,Petit-Saguenay,70,39,96,60,66,785,Other,Quebec
2494210,L'Anse-Saint-Jean,79,45,95,75,74,1090,Other,Quebec
2494215,Rivière-Éternité,76,32,96,71,69,555,Other,Quebec
2494220,Ferland-et-Boilleau,71,45,98,71,71,625,Other,Quebec
2494225,Saint-Félix-d'Otis,82,51,97,78,77,1005,Other,Quebec
2494230,Sainte-Rose-du-Nord,75,52,98,83,77,440,Other,Quebec
2494235,Saint-Fulgence,80,51,97,81,77,2025,Other,Quebec
2494240,Saint-Honoré,77,52,95,81,76,4695,Other,Quebec
2494245,Saint-David-de-Falardeau,80,49,95,77,75,2540,Other,Quebec
2494250,Bégin,74,44,92,78,72,865,Other,Quebec
2494255,Saint-Ambroise,79,50,96,80,76,3475,Other,Quebec
2494260,Saint-Charles-de-Bourget,79,59,94,73,76,645,Other,Quebec
2494265,Larouche,78,53,95,78,76,1200,Other,Quebec
2494926,Lalemant,,,,,,,Other,Quebec
2494928,Lac-Ministuk,,,,,,,Other,Quebec
2494930,Mont-Valin,,,,,,,Other,Quebec
2495005,Tadoussac,81,46,96,80,76,850,Other,Quebec
2495010,Sacré-Coeur,76,41,98,81,74,2015,Other,Quebec
2495018,Les Bergeronnes,78,55,90,70,73,655,Other,Quebec
2495025,Les Escoumins,80,47,92,80,75,2040,Other,Quebec
2495032,Longue-Rive,76,35,92,67,68,1285,Other,Quebec
2495040,Portneuf-sur-Mer,75,41,90,71,70,835,Other,Quebec
2495045,Forestville,79,50,93,77,75,3520,Other,Quebec
2495050,Colombier,72,40,92,70,68,815,Other,Quebec
2495802,Essipit,,,,,,,First Nation,Quebec
2495902,Lac-au-Brochet,,,,,,,Other,Quebec
2496005,Baie-Trinité,81,44,89,80,73,520,Other,Quebec
2496010,Godbout,78,42,76,68,66,360,Other,Quebec
2496015,Franquelin,89,53,89,80,77,345,Other,Quebec
2496020,Baie-Comeau,89,56,95,87,82,22200,Other,Quebec
2496025,Pointe-Lebel,89,55,96,87,82,1970,Other,Quebec
2496030,Pointe-aux-Outardes,86,51,95,84,79,1440,Other,Quebec
2496035,Chute-aux-Outardes,79,40,95,82,74,1855,Other,Quebec
2496040,Ragueneau,80,44,90,78,73,1515,Other,Quebec
2496802,Betsiamites,54,29,87,62,58,2355,First Nation,Quebec
2496902,Rivière-aux-Outardes,,,,,,,Other,Quebec
2497007,Sept-Îles,87,52,94,86,80,25190,Other,Quebec
2497022,Port-Cartier,87,47,94,83,78,6535,Other,Quebec
2497035,Fermont,100,63,96,91,87,2640,Other,Quebec
2497040,Schefferville,,,,,76,200,Other,Quebec
2497802,Uashat,59,25,81,64,57,1190,First Nation,Quebec
2497804,Maliotenam,59,28,85,66,60,1115,First Nation,Quebec
2497806,Kawawachikamach,60,28,60,70,54,570,First Nation,Quebec
2497808,Matimekosh,59,23,78,70,58,525,First Nation,Quebec
2497810,Lac-John,,,,,,,First Nation,Quebec
2497902,Rivière-Nipissis,,,,,,,Other,Quebec
2497904,Lac-Walker,,,,,79,125,Other,Quebec
2497906,Rivière-Mouchalagane,,,,,,,Other,Quebec
2497908,Caniapiscau,,,,,,,Other,Quebec
2497912,Lac-Juillet,,,,,,,Other,Quebec
2497914,Lac-Vacher,,,,,,,Other,Quebec
2498005,Blanc-Sablon,78,40,94,80,73,1240,Other,Quebec
2498010,Bonne-Espérance,71,32,91,62,64,840,Other,Quebec
2498012,Saint-Augustin,77,33,97,76,71,590,Other,Quebec
2498014,Gros-Mécatina,77,30,89,52,62,565,Other,Quebec
2498015,Côte-Nord-du-Golfe-du-Saint-Laurent,77,34,95,82,72,1015,Other,Quebec
2498020,L'Île-d'Anticosti,78,53,92,74,74,280,Other,Quebec
2498025,Natashquan,84,44,87,84,75,265,Other,Quebec
2498030,Aguanish,77,34,91,62,66,305,Other,Quebec
2498035,Baie-Johan-Beetz,,,,,70,90,Other,Quebec
2498040,Havre-Saint-Pierre,87,51,94,84,79,3065,Other,Quebec
2498045,Longue-Pointe-de-Mingan,83,40,96,79,74,430,Other,Quebec
2498050,Rivière-Saint-Jean,74,23,90,78,66,260,Other,Quebec
2498055,Rivière-au-Tonnerre,87,31,86,85,72,390,Other,Quebec
2498802,Pakuashipi,54,15,59,79,52,290,First Nation,Quebec
2498804,La Romaine,43,12,79,58,48,925,First Nation,Quebec
2498806,Natashquan,47,28,68,61,51,810,First Nation,Quebec
2498808,Mingan,55,23,75,70,56,405,First Nation,Quebec
2498902,Petit-Mécatina,,,,,,,Other,Quebec
2498904,Lac-Jérôme,,,,,,,Other,Quebec
2499005,Lebel-sur-Quévillon,91,54,94,86,81,2725,Other,Quebec
2499010,Waswanipi,,,,,,,Other,Quebec
2499015,Matagami,85,39,92,79,74,1550,Other,Quebec
2499020,Chapais,81,44,92,76,73,1660,Other,Quebec
2499025,Chibougamau,86,52,95,86,80,7530,Other,Quebec
2499030,Mistissini,,,,,,,Other,Quebec
2499035,Waskaganish,,,,,,,Other,Quebec
2499040,Nemiscau,,,,,,,Other,Quebec
2499045,Eastmain,,,,,,,Other,Quebec
2499050,Wemindji,,,,,,,Other,Quebec
2499055,Chisasibi,,,,,,,Other,Quebec
2499060,Baie-James,83,45,92,82,76,1395,Other,Quebec
2499065,Kawawachikamach,,,,,,,Other,Quebec
2499070,Whapmagoostui,,,,,,,Other,Quebec
2499075,Kuujjuarapik,73,30,66,79,62,570,Inuit,Quebec
2499080,Umiujaq,67,32,55,77,58,390,Inuit,Quebec
2499085,Inukjuak,70,27,57,76,57,1425,Inuit,Quebec
2499090,Kangiqsualujjuaq,63,26,55,75,55,735,Inuit,Quebec
2499095,Kuujjuaq,88,48,74,89,75,2115,Inuit,Quebec
2499100,Tasiujaq,,,,,63,250,Inuit,Quebec
2499105,Aupaluk,,,,,64,175,Inuit,Quebec
2499110,Kangirsuk,73,36,54,76,60,465,Inuit,Quebec
2499115,Quaqtaq,72,37,57,85,63,315,Inuit,Quebec
2499120,Puvirnituq,67,28,40,75,53,1435,Inuit,Quebec
2499125,Akulivik,62,22,40,78,50,505,Inuit,Quebec
2499130,Kangiqsujuaq,75,31,49,81,59,605,Inuit,Quebec
2499135,Salluit,69,31,51,76,57,1240,Inuit,Quebec
2499140,Ivujivik,64,29,41,77,53,345,Inuit,Quebec
2499802,Waswanipi,67,45,69,84,66,1470,First Nation,Quebec
2499804,Mistissini,76,32,72,83,66,2895,First Nation,Quebec
2499806,Waskaganish,63,32,71,71,59,1865,First Nation,Quebec
2499808,Nemiscau,74,40,80,85,70,640,First Nation,Quebec
2499810,Eastmain,71,42,62,87,65,645,First Nation,Quebec
2499812,Wemindji,69,34,77,77,64,1215,First Nation,Quebec
2499814,Chisasibi,72,32,67,80,63,3960,First Nation,Quebec
2499816,Whapmagoostui,71,40,69,83,66,810,First Nation,Quebec
2499818,Oujé-Bougoumou,68,39,61,81,62,600,First Nation,Quebec
2499877,Kuujjuarapik,,,,,,,Other,Quebec
2499878,Umiujaq,,,,,,,Other,Quebec
2499879,Inukjuak,,,,,,,Other,Quebec
2499883,Akulivik,,,,,,,Other,Quebec
2499887,Salluit,,,,,,,Other,Quebec
2499888,Kangiqsujuaq,,,,,,,Other,Quebec
2499889,Quaqtaq,,,,,,,Other,Quebec
2499890,Kangirsuk,,,,,,,Other,Quebec
2499891,Aupaluk,,,,,,,Other,Quebec
2499892,Tasiujaq,,,,,,,Other,Quebec
2499893,Kuujjuaq,,,,,,,Other,Quebec
2499894,Kangiqsualujjuaq,,,,,,,Other,Quebec
2499902,Rivière-Koksoak,,,,,,,Other,Quebec
2499904,Baie-d'Hudson,,,,,,,Other,Quebec
3501005,South Glengarry,89,60,94,87,82,12790,Other,Ontario
3501007,Akwesasne (Part) 59,,,,,,,First Nation,Ontario
3501011,South Stormont,86,57,96,87,82,12380,Other,Ontario
3501012,Cornwall,80,51,95,82,77,44910,Other,Ontario
3501020,South Dundas,83,52,94,86,79,10430,Other,Ontario
3501030,North Dundas,85,57,95,89,82,10970,Other,Ontario
3501042,North Stormont,82,54,95,90,80,6720,Other,Ontario
3501050,North Glengarry,81,53,94,88,79,10380,Other,Ontario
3502001,East Hawkesbury,80,55,94,89,80,3360,Other,Ontario
3502008,Hawkesbury,78,47,94,82,75,10505,Other,Ontario
3502010,Champlain,86,57,96,87,82,8605,Other,Ontario
3502023,Alfred and Plantagenet,82,50,94,87,78,8440,Other,Ontario
3502025,The Nation / La Nation,85,55,96,90,81,10450,Other,Ontario
3502036,Clarence-Rockland,88,58,96,89,83,20465,Other,Ontario
3502044,Casselman,90,61,98,92,85,3175,Other,Ontario
3502048,Russell,93,66,98,90,87,13735,Other,Ontario
3506008,Ottawa,95,72,96,88,88,801275,Other,Ontario
3507004,Edwardsburgh/Cardinal,84,57,95,84,80,6665,Other,Ontario
3507006,Augusta,87,58,98,87,82,7505,Other,Ontario
3507008,Prescott,80,52,94,84,78,4060,Other,Ontario
3507014,Elizabethtown-Kitley,88,59,97,89,83,9600,Other,Ontario
3507015,Brockville,85,57,95,84,80,21765,Other,Ontario
3507017,Front of Yonge,85,56,96,89,82,2775,Other,Ontario
3507021,Leeds and the Thousand Islands,88,60,96,88,83,9405,Other,Ontario
3507024,Gananoque,83,54,95,87,80,5175,Other,Ontario
